Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2019,november,7,вечер,-4°,5,Восточный ветер,759,79,без осадков,пасмурно
strelna,2019,november,8,ночь,-5°,4,Восточный ветер,760,92,без осадков,пасмурно
strelna,2019,november,8,утро,-3°,4,Восточный ветер,761,92,без осадков,туман
strelna,2019,november,8,день,0°,3,Восточный ветер,762,100,без осадков,пасмурно
strelna,2019,november,8,вечер,0°,2,Южный ветер,764,92,без осадков,пасмурно
strelna,2019,november,9,ночь,0°,3,Восточный ветер,765,94,без осадков,пасмурно
strelna,2019,november,9,утро,0°,5,Восточный ветер,765,94,без осадков,туман
strelna,2019,november,9,день,+3°,5,Восточный ветер,763,93,без осадков,пасмурно
strelna,2019,november,9,вечер,+3°,5,Восточный ветер,760,93,без осадков,дождь
strelna,2019,november,10,ночь,+3°,3,Восточный ветер,758,93,без осадков,туман
strelna,2019,november,10,утро,+5°,3,Восточный ветер,757,100,без осадков,туман
strelna,2019,november,10,день,+8°,4,Юго-восточный ветер,756,93,без осадков,пасмурно
strelna,2019,november,10,вечер,+9°,4,Южный ветер,756,93,без осадков,пасмурно
strelna,2019,november,11,ночь,+6°,2,Юго-западный ветер,756,93,без осадков,пасмурно
strelna,2019,november,11,утро,+6°,2,Южный ветер,756,93,без осадков,пасмурно
strelna,2019,november,11,день,+6°,4,Юго-западный ветер,756,93,без осадков,пасмурно
strelna,2019,november,11,вечер,+4°,2,Западный ветер,756,93,без осадков,небольшой
strelna,2019,november,12,ночь,+2°,6,Западный ветер,757,93,без осадков,пасмурно
strelna,2019,november,12,утро,+1°,7,Западный ветер,761,93,без осадков,пасмурно
strelna,2019,november,12,день,+2°,5,Западный ветер,764,93,без осадков,пасмурно
strelna,2019,november,12,вечер,+2°,3,Южный ветер,766,87,без осадков,пасмурно
strelna,2019,november,13,ночь,+1°,5,Восточный ветер,764,79,без осадков,малооблачно
strelna,2019,november,13,утро,+3°,6,Юго-восточный ветер,762,86,без осадков,пасмурно
strelna,2019,november,13,день,+5°,6,Юго-восточный ветер,760,81,без осадков,пасмурно
strelna,2019,november,13,вечер,+5°,6,Восточный ветер,759,87,без осадков,пасмурно
strelna,2019,november,14,ночь,+7°,4,Юго-восточный ветер,757,81,без осадков,пасмурно
strelna,2019,november,14,утро,+8°,5,Юго-восточный ветер,757,75,без осадков,пасмурно
strelna,2019,november,14,день,+8°,5,Юго-восточный ветер,758,81,без осадков,пасмурно
strelna,2019,november,14,вечер,+8°,6,Юго-восточный ветер,759,81,без осадков,малооблачно
strelna,2019,november,15,ночь,+8°,4,Южный ветер,761,93,без осадков,пасмурно
strelna,2019,november,15,утро,+6°,5,Западный ветер,766,75,без осадков,пасмурно
strelna,2019,november,15,день,+4°,4,Северо-западный ветер,768,75,без осадков,пасмурно
strelna,2019,november,15,вечер,+3°,2,Восточный ветер,770,85,без осадков,малооблачно
strelna,2019,november,16,ночь,+1°,3,Северо-восточный ветер,768,86,без осадков,пасмурно
strelna,2019,november,16,утро,+3°,5,Северо-восточный ветер,766,93,без осадков,пасмурно
strelna,2019,november,16,день,+2°,4,Восточный ветер,765,93,без осадков,пасмурно
strelna,2019,november,16,вечер,+2°,3,Восточный ветер,765,86,без осадков,пасмурно
strelna,2019,november,17,ночь,+2°,3,Юго-восточный ветер,766,93,без осадков,пасмурно
strelna,2019,november,17,утро,+3°,3,Восточный ветер,765,93,без осадков,пасмурно
strelna,2019,november,17,день,+5°,4,Юго-восточный ветер,765,93,без осадков,пасмурно
strelna,2019,november,17,вечер,+6°,4,Южный ветер,766,93,без осадков,пасмурно
strelna,2019,november,18,ночь,+6°,2,Юго-западный ветер,767,87,без осадков,пасмурно
strelna,2019,november,18,утро,+5°,1,Юго-западный ветер,768,93,без осадков,облачно
strelna,2019,november,18,день,+6°,2,Восточный ветер,769,100,без осадков,пасмурно
strelna,2019,november,18,вечер,+4°,3,Восточный ветер,769,81,без осадков,малооблачно
strelna,2019,november,19,ночь,+4°,6,Восточный ветер,769,93,без осадков,туман
strelna,2019,november,19,утро,+6°,7,Восточный ветер,768,87,без осадков,пасмурно
strelna,2019,november,19,день,+6°,6,Восточный ветер,769,87,без осадков,пасмурно
strelna,2019,november,19,вечер,+5°,6,Юго-восточный ветер,770,87,без осадков,пасмурно
strelna,2019,november,20,ночь,+3°,3,Восточный ветер,771,93,без осадков,пасмурно
strelna,2019,november,20,утро,+1°,5,Юго-восточный ветер,773,84,без осадков,пасмурно
strelna,2019,november,20,день,+2°,4,Юго-восточный ветер,775,93,без осадков,пасмурно
strelna,2019,november,20,вечер,+2°,6,Юго-восточный ветер,777,86,без осадков,пасмурно
strelna,2019,november,21,ночь,+3°,4,Юго-восточный ветер,777,86,без осадков,пасмурно
strelna,2019,november,21,утро,+4°,3,Юго-восточный ветер,778,80,без осадков,пасмурно
strelna,2019,november,21,день,+5°,5,Юго-восточный ветер,778,80,без осадков,пасмурно
strelna,2019,november,21,вечер,+4°,5,Юго-восточный ветер,778,69,без осадков,пасмурно
strelna,2019,november,22,ночь,-2°,3,Юго-восточный ветер,777,86,без осадков,малооблачно
